date,userid,tweet,lang
2022-08-31 23:59:31+00:00,3cf2fcbdda3f8bae9ab36e9812aaafe5,2022-08-31 Health Canada set to announce approval of Moderna vaccine for Omicron variant: sources | CBC News Moderna announced last week that it will supply 12 million doses of its COVID-19 shot adapted to target the Omicron variant of the coronavirus.https://t.co/PsBYC6rYOV,en
2022-08-31 23:59:06+00:00,3964a4b90b36b85d8ddd182baf20d92d,"The U.S. on Wednesday authorized its first update to COVID-19 vaccines, booster doses that target today’s most common omicron strain. Shots could begin within days. https://t.co/ZRXJJsyUUN",en
2022-08-31 23:58:37+00:00,bfe1cc45ee12658a034207d9f8e9ab72,"WASHINGTON (AP) — The U.S. on Wednesday authorized its first update to COVID-19 vaccines, booster doses that target today's most common omicron strain. Shots could begin within days. https://t.co/sxtvi6Muqm",en
2022-08-31 23:57:21+00:00,d353c10aef12b3aa11584665d665ec3e,"@debbiecarter2y1 @Amyfg8 @DouglasKBlair @LarryOConnor @MayorBowser Again, as even Blair has admitted, this is about ALL required vaccinations, not just the fully FDA approved for ages 12 &amp; up COVID-19 vaccine, that DC only requires of students 12 &amp; up attending f2f school. ALL required vaccinations. Fully FDA approved. Recommended. 🙄",en
2022-08-31 23:55:37+00:00,cb86c116c425bc7a821d86d7be7ad170,"@ParkerCatYoutu1 @xTheTruthXl @dagrdoggie @GovRonDeSantis 5.2 Altered immunocompetenceImmunocompromised persons, including individuals receiving immunosuppressant therapy, may have a diminished immune response to the Pfizer-BioNTech COVID-19 Vaccine.",en
2022-08-31 23:55:16+00:00,f72e788b09cad3738e465a10971cca0a2a8bdb92d49ae2511b1733c7417ae61e,"This summary is a preliminary, continuously evolving presentation of our research and findings on the so-called COVID-19 vaccines, as well as the effects we found on the human body and the blood in particular. The summary is intended for the public interest...",en
2022-08-31 23:54:51+00:00,402a784a1817c1a1ee90a7b262cef149,Both vaccines add an Omicron BA.4/5 spike protein component to their current vaccine composition that targets the original strain of the virus that causes COVID-19. 2/3,en
2022-08-31 23:54:45+00:00,cb86c116c425bc7a821d86d7be7ad170,"@xTheTruthXl @ParkerCatYoutu1 @dagrdoggie @GovRonDeSantis 5.2 Altered ImmunocompetenceImmunocompromised persons, including individuals receiving immunosuppressant therapy, may have a diminished immune response to the Pfizer-BioNTech COVID-19 Vaccine.",en
2022-08-31 23:53:43+00:00,ad8ca299ca896123ea441a06464dc704,"@BretWeinstein @voluntary_nay New study: ""Pfizer/Moderna mRNA COVID-19 vaccines...associated w/an excess risk of serious adverse events of special interest of 10.1 &amp; 15.1 per 10,000 vaccinated over placebo baselines of 17.6 &amp; 42.2 (95 % CI −0.4 to 20.6 &amp; −3.6 to 33.8), respectively."" https://t.co/APcM9uzt3n",en
2022-08-31 23:53:27+00:00,881e219ba0bae242b4874e35c075ab40,"FDA Authorizes Moderna, Pfizer-BioNTech Bivalent #COVID-19 (with added BA4/BA5) vaccines for use as a booster dose at least two months following primary or booster vaccination. 📸 Getty Images https://t.co/cOvpimjeGU",en
2022-08-31 23:53:13+00:00,428ababc4937e47e953b19986ddf1d8a,The first variant-specific COVID-19 shots are closer to public availability. Here's what VA should know about the Omicron vaccines. https://t.co/HQA1fxYbTq,en
2022-08-31 23:52:42+00:00,beb19b429003fed83f9fec9afc06bfb1,The first variant-specific COVID-19 shots are closer to public availability. Here's what MD should know about the Omicron vaccines. https://t.co/13HdiANmOj,en
2022-08-31 23:51:53+00:00,b1e89486fc1076c8a20550112987bc5c,The first variant-specific COVID-19 shots are closer to public availability. Here's what VA should know about the Omicron vaccines. https://t.co/Wv2YLg6oly,en
2022-08-31 23:51:53+00:00,9600d7f4169991a2f3b07a3d19224d0a,The first variant-specific COVID-19 shots are closer to public availability. Here's what VA should know about the Omicron vaccines. https://t.co/ehyHXSgRoo,en
2022-08-31 23:51:53+00:00,69bd3b5182eb7d0a7e3237d2dc7fa2c1,The first variant-specific COVID-19 shots are closer to public availability. Here's what VA should know about the Omicron vaccines. https://t.co/lCYsMsGi9F,en
2022-08-31 23:51:53+00:00,da0d9ad94dfab726ce80770407af1fbc,The first variant-specific COVID-19 shots are closer to public availability. Here's what VA should know about the Omicron vaccines. https://t.co/Shvc5ArfSa,en
2022-08-31 23:51:21+00:00,f72e788b09cad3738e465a10971cca0a2a8bdb92d49ae2511b1733c7417ae61e,SUMMARY OF PRELIMINARY FINDINGSWorking Group for COVID Vaccine AnalysisThe COVID-19 vaccination must be stopped immediately📌The German Working Group for COVID Vaccine Analysis has made its initial findings publicly available in a wide-ranging report ⬇️https://t.co/4Do6NORGLK https://t.co/TnoIZvS3eg,en
2022-08-31 23:50:00+00:00,12192f4c23739244a2fc91d2ca447fde,"The U.S. authorized its first update to COVID-19 vaccines, booster doses that target today’s most common omicron strain. Shots could begin within days. https://t.co/h2DDoqn7nJ",en
2022-08-31 23:47:50+00:00,ae1cd82bd571436fe485ae3f91db71fb,The first variant-specific COVID-19 shots are closer to public availability. Here's what MD should know about the Omicron vaccines. https://t.co/z0pLLKH8eJ,en
2022-08-31 23:47:50+00:00,a7a75b0b30a7034cdc865c1b59f79289,The first variant-specific COVID-19 shots are closer to public availability. Here's what MD should know about the Omicron vaccines. https://t.co/boBDUmiAwQ,en
2022-08-31 23:45:57+00:00,472f7674d08d030fb35ac6af5a9959d3,Pfizer and BioNTech Granted FDA Emergency Use Authorization of Omicron BA.4/BA.5-Adapted Bivalent COVID-19 Vaccine Booster for Ages 12 Years and Older https://t.co/iNJQmbzDPF Por @BusinessWire,en
2022-08-31 23:43:49+00:00,061f263237663893f470da1d72378b56195a785ef4efaa21721a2be3ba43c7d4,"WASHINGTON — The U.S. on Wednesday authorized its first update to covid-19 vaccines, booster doses that target today’s most common omicron strain. Shots could begin within days. The move by the Food and Drug Administration tweaks the recipe of shots ... https://t.co/krLNaWP8HQ",en
2022-08-31 23:43:43+00:00,2f2e6a43777528eb8cadf6ed1acf121c,The first variant-specific COVID-19 shots are closer to public availability. Here's what MD should know about the Omicron vaccines. https://t.co/iqJJXeAgc2,en
2022-08-31 23:42:16+00:00,78ad3a068c307f06959b6d10d18afdef99f643619929e2bb088c6d27871e0a8c,"STOP TAKING THEM💉, They will continue spreading different/stronger variants for us all!!😡Coronavirus (COVID-19) Update: FDA Authorizes Moderna, Pfizer-BioNTech Bivalent COVID-19 Vaccines for Use as a Booster Dose | FDA https://t.co/8bk9u5d266",en
2022-08-31 23:41:44+00:00,750980e7c0a3befd134d4f0760c6cb38,"@EpiSolmaz @jesdaile Interesting; The paper highlighted the greater population-level impact of COVID-19 compared with influenza in terms of adult hospitalizations, especially among those unvaccinated. However, influenza had greater impact than COVID-19 among &lt;18 regardless of vaccine status.",en
2022-08-31 23:41:26+00:00,2ceba5882b523c3cc7fc3488be88d9fc,"The United States on Wednesday authorised its first update to COVID-19 vaccines, booster doses that target today's most common omicron strain.Read more: https://t.co/BMEbt7pLax https://t.co/lyXeJN0x3F",en
