date,userid,tweet,lang
2022-12-15 23:58:38+00:00,81b3362e35b7f32c8276b6b43cf1688cc99d2711ae019df71de302d8f5ae1cdf,"What’s next for #FTX Founder #SamBankmanFried? Since he faces 8 criminal charges and up to 115 years in prison. Twitter is reinstating banned accounts — among the latest, two doctors who criticized the Covid_19 #vaccines. Hear from one of them about why he was suspended. https://t.co/JoOVFP6GXC",en
2022-12-15 23:58:12+00:00,d756df8d7b31a4ce443125c241c86a7a839306c5fac4b469d83fd237427fbc61,"@nzherald Sept 2020 Newshub - ""Conspiracy theorists (Billy TK &amp; Ross) have claimed a COVID-19 vaccine, when available, will be ""forced"" on everyone - including Kiwis."" Ardern ""not only will there be no forced vaccinations, but those who choose to opt-out won't face any penalties at all.""",en
2022-12-15 23:57:43+00:00,281884055a29da317875bbe1a0da6d93,@drsimonegold @elonmusk FACT: #AmericasFrontlineDoctors is affiliated w Tea Party Patriots co-founder Jenny Beth Martin &amp; publicly led by @drsimonegold. Group is opposed to measures intended to control the COVID-19 pandemic. The group promotes falsehoods about the COVID-19 pandemic &amp; COVID-19 vaccines.,en
2022-12-15 23:57:22+00:00,1daaca80a35b02a8a48a9a51106f88e0e01a25b9ff1a8debb4175dbb009c92b4,"Australian Cardiologist Calls to Halt mRNA COVID-19 Vaccines, Citing Heart Damagehttps://t.co/4aaF3SeES8",en
2022-12-15 23:57:03+00:00,71ebc613b23e58cf10b35b22f864f4f0,The Cruz/Johnson amendment to the defense policy bill seeking to reinstate soldiers kicked out for not complying with the Covid-19 vaccine mandate will also fail. It needed 60 yes votes but 50 senators have already voted against it.,en
2022-12-15 23:55:50+00:00,57f06039e36ce2c004c88cc2656b77954486eae99ee249ab587270a413fabbdd,"@LauraLoomer I wonder, though, if, at this point in time, Trump isn't just saying the things that Conservatives wanna hear. I've heard in the past that Trump's Truth Social was censoring criticisms of the covid-19 vaccines. That's one major reason why I haven't signed on with Truth Social.",en
2022-12-15 23:55:46+00:00,0b5585424214c97aecf2032e14c4a1dd,Six-month COVID-19 vaccine delay would have cost $156B: study https://t.co/88bU2H3zOj,en
2022-12-15 23:54:19+00:00,a9e85e3f95642ea6f79612df9c74f726,"@chrismartenson If the airlines had the same safety record as the Covid-19 vaccines, no one would ever fly again!",en
2022-12-15 23:53:42+00:00,24a9ef43d07a76fdbf88a0781a10dc2d,#Covid_19 1. Wearing Masks Does Work3. Vaccines Give You Protection from the Virus but Does not make you 100% immune4. Origin of SARS-CoV-2 is still unknown; Possible Animal 2 Human Transference 5. Dr. Fauci did not fund the Virus,en
2022-12-15 23:52:46+00:00,8b97ebdec3ff0342a57fd216d2a30d37338ed3e5b8e86c3d7caa27ca37ef89be,@TPostMillennial Mm-hm. 'Covid-19 Vaccine' search results.#StoptheShotsNow https://t.co/OKYcCmKvVz,en
