date,userid,tweet,lang
2022-10-14 23:59:03+00:00,f8c4deb7bcf8acc936e643c87223b497,"@TwitterCanada ""...the risk of incident myocarditis is more than 7 times higher in persons who were infected with the SARS-CoV-2 than in those who received the COVID-19 vaccines.""It's the opposite! 🤣 If you've had your vaccines, and you get covid... you're 7x more likely to get myocarditis!",en
2022-10-14 23:58:48+00:00,e03dcf6c8f3c85b67282b62ef4170ac6,"""A new study has found that the risk of myocarditis...is seven times higher with a COVID-19 infection than with the vaccine to protect against the disease""“...findings show that the risk of myocarditis from being infected by COVID-19 is far greater than from getting the vaccine”",en
2022-10-14 23:58:31+00:00,9db54e22b1379abe5551a925cda27955,"Flu vaccine available in Alberta starting next week, Pfizer COVID-19 bivalent booster to roll out Oct. 24 https://t.co/IU8iBlm91T #yyc #covid19ab",en
2022-10-14 23:56:36+00:00,bc5c4361c6fc8b96f8e121e86a2ce291,European Prosecutor Investigating COVID-19 Vaccineshttps://t.co/hIjgcnx6eo,en
2022-10-14 23:55:59+00:00,dbc7a75c7266a41aa0553141489ac3927426edcac2f87b66b872733169b20302,"""In study after study, including even from the CDC and FDA, it has been clear that the mRNA COVID-19 vaccine products which use non-viral gene therapy methods to express spike protein in the cells of the recipient, are associated with cardiac damage...""https://t.co/9icFW2vv3g",en
2022-10-14 23:55:22+00:00,8c3b0bf359b06c21a4e9c335c5aea7e3d935da52f315c3eb672d99eed7f8a139,"@BallouxFrancois Their CEO @AlbertBourla LITERALLY tweeted that 100% of the cases in their trial in S. Africa demonstrated from their Phase 3 study that ""Covide-19 vaccine was 100% effective in preventing Covid-19"" - THAT IS 100% EFFECTIVE CLAIM. People lost their lives believing they were safe.",en
2022-10-14 23:55:03+00:00,594e1c2e218393f84f6de2e53f60294a0d2017f5892f840fe1a18c919bc62b32,"Scientists have identified an immunity gene variant in people with strong responses to Covid-19 vaccines who were less likely to get breakthrough infections, a finding that could improve future shot design https://t.co/7avxXv9NKB via @technology",en
2022-10-14 23:53:56+00:00,8580704cbd50551baf8ca6f0bf9770ca,BNT162b2 COVID-19 booster vaccine induces robust humoral responses independent of the interval between the first two doses https://t.co/1H02FrVDMi,en
2022-10-14 23:53:47+00:00,b3b81aed42de46bb730d2065aa87ad837cf4230413eb3bd02b61c276ca215f6e,"@TheTorontoSun @joe_warmington Odd the media and fact checkers are fact checking transmission of the virus, fully vaccinated, when we know today that the mRNA vaccines DO NOT stop the transmission of covid-19 https://t.co/7koY9K4mJy",en
2022-10-14 23:53:06+00:00,8c3b0bf359b06c21a4e9c335c5aea7e3d935da52f315c3eb672d99eed7f8a139,@pfizer is still lying that they didn't say the vaccine would prevent Covid-19.... THESE PEOPLE MUST BE HELD ACCOUNTABLE @CDCgov hiring the workers of @moderna_tx for propaganda campaign must also be held accountable NOW.,en
