date,userid,tweet,lang
2022-10-26 23:56:53+00:00,35354347c7364221c0147adeb6403441dcd8496b6b8e69b57dadafc9ddd38735,"@Steph_La @tlalondego @TurnTurnTurn5 @FiveTimesAugust @POTUS “These laboratory breakthroughs made mRNA safe, effective, and practical for use as a vaccine against COVID. The Pfizer-BioNTech COVID-19 vaccine received FDA approval in August 2021, and the Moderna COVID-19 vaccine has been authorized by the FDA for emergency use.”",en
2022-10-26 23:54:42+00:00,96e2983383e65523822b3f41f478fa7f830238aaf7c1bb2f3252b9fb324d78d2,"[Actu] Twitter Update from @JoeBiden :We've made updated COVID-19 vaccines easy to get and available for free at tens of thousands of convenient locations. These include local pharmacies, doctor's offices, community health centers, and rural health clinics.Find an appoint… https://t.co/GnU0Jp3P8A",en
2022-10-26 23:54:41+00:00,42c2347d07130d2c3b41af81bf34b717db792c9e8697d4cbbb851d7bdec6d499,@appyman @DazeJohnby @DrJamesOlsson mRNA technology has been around for 60 years. People used in 'an experiment' were the volunteers who took place in the mRNA Covid vaccine trials not 'you'. Millions have died from COVID-19 and vaccines are the best way to stop this. https://t.co/S9V6N4SjeT,en
2022-10-26 23:54:37+00:00,fb60bd50af5a2a35f7b9b04c4b1c2cd6,@NedLamont And will you pledge not to mandate the Covid 19 vaccine??,en
2022-10-26 23:54:15+00:00,6f4c1ec62a5bd7560c00ec87a81e595a,Expired doses make up 10% of Covid-19 vaccine stock in Singapore: MOH https://t.co/ALTWSZMJ67,en
2022-10-26 23:53:32+00:00,d7f67a3a27173c40af3b5eabcfc28ddc,"People with paranormal beliefs spooked by science and the COVID-19 vaccine, sociologists suggest https://t.co/kER8RC9Bqe",en
2022-10-26 23:53:32+00:00,ee91b6f56c91b341ebe7409e012ff842,"People with paranormal beliefs spooked by science and the COVID-19 vaccine, sociologists suggest https://t.co/MLX2q8JnfR",en
2022-10-26 23:53:32+00:00,2830113449114d6c4ca42948d78a10cf,"People with paranormal beliefs spooked by science and the COVID-19 vaccine, sociologists suggest https://t.co/E8PFpeZpCb",en
2022-10-26 23:52:47+00:00,95b44417cf2512ab431f6aa835c4339f38fc9a662d8ec8ba354ec5e16890649e,"@RetiredNikitaM @kathy_mcginnis They said COVID-19 vaccines are safe, those who rejected lost their civil rights.now:""Deceased COVID-19 vaccine recipient payments and funeral costsIn cases involving death you may be eligible for payment and support for funeral costs. """,en
2022-10-26 23:52:39+00:00,88583a90d0f88f0d1f44533c64921bb37c6e617b54ee977bd1312d2fed07ace8,Plan on getting the updated Covid-19 vaccine shots hopefully sometime next month,en
2022-10-26 23:52:00+00:00,5f3fc6cf032746f749f5dfbe7521cf47,New COVID-19 vaccines available to Alberta and Sask kids - #news #canada #alberta #ab #Sask #saskatchewan #sk #covid19 #covid #healthcare #health #covidvaccine #covidbooster #vaccinemandates #politics #government #kids #saskpoli #skpoli #abpoli https://t.co/T0Hbdd2SiQ,en
2022-10-26 23:51:52+00:00,33b78edb2cf3a09012068fbecd7bad8ad97cc65eb1f9ef43f39af920926bed2c,"Yes, Pfizer is planning to increase the cost of its COVID-19 vaccin... (https://t.co/vzyNxZGNBb)Pfizer is one of two companies offering an updated COVID-19 vaccine booster for the BA.5 omi...Add your highlights:https://t.co/zgU78k4Np2 #COVID19 #coronavirus",en
2022-10-26 23:51:52+00:00,8e023d011315fb7b60e95a724580d695,"They'll either have to ramp up the coercion, donate the doses or throw em in the trash.COVID-19 vaccine doses administered in OntarioJuly 1 - Oct 10 (ages 18+)2021:  6,194,7102022:  1,323,386 (-79%) https://t.co/NJa4HKODtm",en
2022-10-26 23:51:22+00:00,3d535b15e7f87e66cd6b16ef633c51c4976ec470b031091be02b579babc8cb0e,China launches a COVID-19 vaccine inhaled through the mouth https://t.co/Rjgzr934Uo,en
2022-10-26 23:51:15+00:00,3300733c8a7b1aead48235b326a23eee22638470c247a0bb286d055e838c6c6b,"Taking challenges as new opportunities for learning and doing things can turn crises into opportunities. The Covid-19 pandemic has presented many challenges for organizations in terms of operations, communications, and brand activations. #WeMakeItPossible #VaxTRIALS #Vaccines https://t.co/HlJ0db6hxl",en
2022-10-26 23:51:12+00:00,4dc05c8e240520a452f41200530fce7296f10a724928f80cba9ff656bcfcb4e8,Afraid of needles? China rolling out oral COVID-19 vaccine https://t.co/dWuAQ7clRH,en
2022-10-26 23:50:09+00:00,1b873bc255628544eec8fce47b4175bf,QAnon and white nationalist-linked media provide a platform for Florida's surgeon general to push COVID-19 vaccine misinformation || Via Media Matters https://t.co/WuByckojyo,en
2022-10-26 23:47:47+00:00,700f16b4d22625e2685601fce4ad2cbc,@KenWinsor4 “I wish I had got vaccinated against Covid-19” said no unvaccinated person ever in the history of these vaccines.,en
2022-10-26 23:46:00+00:00,07a715335e1e36e569ec37226ae84f36,The Chinese city of Shanghai started administering an inhalable COVID-19 vaccine today in what appears to be a world first. https://t.co/1Gx086SB6k,en
2022-10-26 23:45:36+00:00,826dddaf7bee9d2155b055770bc0b23e9aba482d39f0c07da1d753218a30c24d,"""India's vaccine manufacturing capacity is incredible"" says White House COVID-19 Response Coordinator#AmbassadorofIndia #ashishkjha #Australia #biological_e #COVID #covid_19 #Hyderabad #india #Japan #SandhuTaranjitS #US #vaccine #WhiteHouse #Health_A...https://t.co/j86PRY5F5H",en
2022-10-26 23:43:42+00:00,c6211cdf958b22114eebb1ebdafbd0c257914b804d1a0a8cd528e6db790a7f4e,"@that_denver Of course, it was! This pandemic/vaccine was a long-planned sterilization &amp; depopulation agenda. *COVID-19 Vaccine Agenda: Mass Immunization Or Mass Genocide?https://t.co/khcme2AM43 https://t.co/PzLLDFuRGL",en
2022-10-26 23:43:16+00:00,ecf2df094f3192e0cb23cd15ce5ffb27,LIVE: E-petition debate relating to the safety of covid-19 vaccines - Mo... https://t.co/EL6F1ZR2Hv via @YouTubeInteresting debateGood to know that e-petitions are actually followed through withNever underestimate the power of signing a petition,en
2022-10-26 23:42:32+00:00,c0039049e1ccd86a20404eba2bc6f400,"COVID-19 Vaccines Still Effective Against New Variants, Says Govt https://t.co/lZXY3OnhCS #TempoEnglish",en
2022-10-26 23:41:02+00:00,322661289c382285bf3fee02046af4e1,"Yes, Pfizer is planning to increase the cost of its COVID-19 vaccine by as much as 400% https://t.co/NVoKf2qX18",en
2022-10-26 23:40:05+00:00,887bb244a48740746d1ab734b38d0ea9,"The U.S. Centers for Disease Control decided to list COVID-19 among the vaccines it recommends for children. It’s unclear what California will do, given past controversies over the COVID-19 vaccine in particular. https://t.co/JChQmpUzHY",en
2022-10-26 23:38:56+00:00,a42fe296a45023b161ae4adb5842e33eb8d21c90a316b29ae741237b75b0b840,"@kip_stiles @JamesCarville According to thw CDC this year COVID-19 vaccines work well to prevent severe illness, hospitalization, and death. As far as the two year old story on Hunter's laptop, if something is on it then prosecute. I mean it's not like he stole nuclear secrets",en
2022-10-26 23:38:35+00:00,4d2d09f695cec15149c5de291eea9c43bb0c86be406a399d1774cde38568c637,@DavidBCollum I can't wait for someone of note to ask Pfizer if they were trialed the jabs against sever disease/death. Will covid-19 vaccines save lives? Current trials aren’t designed to tell ushttps://t.co/FM9m0cadct https://t.co/gcWfA4mzYi,en
2022-10-26 23:37:37+00:00,adc3f9ac39a52b8940256f4d9f6ea52f,The Chinese city of Shanghai started administering an inhalable COVID-19 vaccine on Wednesday in what appears to be a world first. https://t.co/tnj6Xw3lL5 via @CBSNews,en
2022-10-26 23:37:17+00:00,d3891972fb34b27c0da1f89c32425491,My doctor who is no longer my doctor told me the flu shot and the covid 19 vaccine are 100% safe and effective. After that I #fired him.,en
2022-10-26 23:37:05+00:00,8d34d3fd0c56cbefa29fbc9a798aab451ead9f14d3f72fc5b59c1f5196bc8751,China administered the world’s first oral aerosol COVID-19 vaccine boosters in Shanghai on Wednesday.https://t.co/HXCjyIfOFd,en
2022-10-26 23:34:31+00:00,001f034d3229ce398ac974610f884fc3,Immediate Action Needed! Colorado Department of Public Health and Environment: DO NOT Add Covid-19 Vaccine to the Colorado Childhood Vaccine Schedule https://t.co/rIGew1umBq,en
2022-10-26 23:34:00+00:00,1f3012362380c3ec2e383667aede934b,"New on https://t.co/8pxKdRDxAR | Factors underlying COVID-19 vaccine and booster hesitancy and refusal, and incentivizing vaccine adoption | https://t.co/9wykzHoL3h https://t.co/XPkqLDZsBS",en
2022-10-26 23:33:26+00:00,38372c3cbc1d6c09b028c499fb6401bf,'Daylight Robbery': Pfizer's New Price for COVID-19 Vaccine Is Shocking https://t.co/3CPEi4HqIr,en
2022-10-26 23:33:14+00:00,880eb578d959df54e1b178e0cef710918ec474ed20e6d5301741603819787c33,@Dyoung285 @IsabellaMDeLuca The vaccine CAN (though doesn't necessarily) prevent infection. It also doesn't 100% prevent severe or fatal outcomes. It DOES greatly diminish the chances of bad outcomes related to COVID-19. Therefore I maintain it is a lifesaving vaccine.,en
2022-10-26 23:32:09+00:00,5e1b4d56b234c8e5238ef93497d8fc6c,"@GemmaHeaney1 @lucylocket1700 There giving cattle in Australia the covid 19 vaccine,then you eat the beef.Got ya!",en
2022-10-26 23:30:20+00:00,5988f9503bcca4a6c158c5242f47544c,"@SteveMPerva Hope you're all doing ok!We waited 3 months, in line with the CDC recommendation, ""If you recently had COVID-19, you may consider delaying your next vaccine dose (primary dose or booster) by 3 months""https://t.co/Rt4lCOxMJX",en
2022-10-26 23:30:16+00:00,e6bb9fe458992602145b8ab66e0cccea,"Pop-Up COVID-19 Vaccine Clinic, Saturday, October 29, 10 am- 3 pm at Gravenhurst Centennial Centre https://t.co/snOrA79fvM",en
2022-10-26 23:30:00+00:00,bd1c96f6044b623bd5b79cb0567e925e,The Chinese city of Shanghai started administering an inhalable COVID-19 vaccine on Wednesday in what appears to be a world first.https://t.co/IEFNuAFvxq,en
2022-10-26 23:30:00+00:00,50268052a55b96f8bec2c7ca7c9fe738de73ef3bddfa536e5002d6c185e4d25b,"Check out this article from ANZJOG, available now on #openaccess: “COVID-19 vaccine acceptance among pregnant women and the reasons for hesitancy: A multi-centre cross-sectional survey”https://t.co/leYeLtuvbG",en
2022-10-26 23:29:33+00:00,29229f555b05bf085b8c3c1547923816,"@covidrealtalk @JacobBogle @dave36803391 @DefenseBaron @kylenabecker They are attributing the increase to Covid-19, not to the vaccine.",en
2022-10-26 23:27:20+00:00,fcf96d68f1a52318195d2f4e912fde40,@Heidi5Red @fromthesouth222 @DrEliDavid It's Bi monthly annual covid 19 vaccine,en
2022-10-26 23:25:59+00:00,70bf800245d4e198db75007500fbcb70d36ea370d61b91913fe3b04d379b57b4,"@USA_Anne711 ""The Chinese city of Shanghai started administering an inhalable COVID-19 vaccine in what appears to be a world first.""Kind of like all the vapes people are hitting on that come pre-filled from china?",en
