date,userid,tweet,lang
2023-01-01 23:58:13+00:00,9cefd4d7d91cb2fc8d3ca384f6f954d3,"Australian Cardiologist Calls to Halt mRNA COVID-19 Vaccines, Citing Heart Damage https://t.co/biSF3Jy0nK",en
2023-01-01 23:57:42+00:00,0f26afe39874e4da4c8dcfad52d89c6117da2a1eb7ca8b4211f5ccd39de08726,"@Answers4Sean @backtolife_2023 1:48 : ""I believe in the vaccine. I believe that it will mitigate the spread of covid 19.""That's what they told our soldiers.Before forcing them to take the juice, or get fired.",en
2023-01-01 23:57:07+00:00,97a9b63dcf676fd68e197a374c48d0e7,"Fighting for the Republic # 227 Republican unveil Border policies, COVID-19 Vaccines Roundtable Highlights with Senator Ron Johnson https://t.co/tK4KBeQMRG",en
2023-01-01 23:56:55+00:00,098774f66dd643b4d3a16ecdab986521277f581c54df9aae6435db282b72ef2f,"@Juliann69660775 @YardleyShooting @DjamesieM Ok so this one may offer a bit more clarity. It is from the United States https://t.co/L9tV6ZHC3W website, u can look it up yourself. Covid-19 vaccines have caused more deaths than all of the other vaccines combined. You didn’t know this? Weird https://t.co/bitgELftIt",en
2023-01-01 23:52:16+00:00,37a3376e02a7185a67bb130280a17873758c119622ea1a6e5a2d90963cfbe0ad,"The military's COVID-19 vaccine was repealed after the National Defense Authorization Act passed and was signed into law this month. It is time they did the same for Nursing, no one should have to choose between their job and getting a COVID vaccination. https://t.co/HrtVGE2ax8",en
2023-01-01 23:52:13+00:00,1762fabb45081d49d2db916f34b3f76211f84b1b15e75011c5a2e090e7491561,"@CharzygirlGoerl Basically, COVID-19 was always an SBWMD - a strategic biological weapon of mass destruction.And so are the vaccines that falsely claim to prevent it.Both have separately killed tens of millions. That makes the events of the last 3 years not a pandemic, but a genocide.",en
2023-01-01 23:52:09+00:00,e90f3f8c3408168fce21f85a3229339a,"@David65R624 @anniefreyshow Dr. Malone also routinely sells himself on the shows as the inventor of mRNA vaccines, the technology used by Pfizer and Moderna for their Covid-19 shots, and says he doesn’t get the credit he deserves for their development.",en
2023-01-01 23:51:32+00:00,a71b52973550e7b97779f3876bd328c5f6d7db877cd5d1a67aa1988cbc25e205,@blackbeemer8 @cranky1972 @LoraCDee @ClownWorld_ I have a Terminal Illness anyways.I could careless about Covid. They can keep their vaccine!Now anything that is wrong with you is either COVID-19 or LONG COVID if you had it! It's funny that people continue to get Boosters when they know The Vaccine &amp; Boosters DON'T DO GOOD!,en
2023-01-01 23:50:27+00:00,e90f3f8c3408168fce21f85a3229339a,"@David65R624 @anniefreyshow Dr. Malone also routinely sells himself on the shows as the inventor of mRNA vaccines, the technology used by Pfizer and Moderna for their Covid-19 shots, and says he doesn’t get the credit he deserves for their development. While he was involved",en
2023-01-01 23:50:23+00:00,9828444bda3ace7db479fac910e313a106b6911c6410e0a49c5693c977af8856,"@HildiM17 @RWMaloneMD Me too! He answered that Covid-19 was a disease, not a virus. Technically true, SARS-CoV-2 is the virus. I like him and trust him ATM. His thing is the vaccine. Maybe he doesn’t want to get into the weeds concerning virus isolation.",en
2023-01-01 23:50:12+00:00,c26b7442c5eb7f75ea7871047c7726f616f465a6308a84ba445e28b7ac1fe531,"@JoshWalkos Looks like the trials conflated adverse effects and unconfirmed suspected COVID-19 casesNegative 'vaccine' efficacy""Suspected COVID-19 cases that occurred within 7 days after any vaccination were 409 in the vaccine group vs. 287 in the placebo group""https://t.co/3Dr5TvI4o7 https://t.co/pBCG9UteuH",en
2023-01-01 23:48:11+00:00,d13d2686f144935129b31ddcfefcb062,"@tungasaurus @RWMaloneMD The hep B vaccine side effects were only studied for FIVE DAYS. A lot of these clinical trials are even worse than the clinical trials for the covid-19 shots.  Read ""Turtles All The Way Down"". The whole thing is run on industry funded tobacco science.",en
2023-01-01 23:45:43+00:00,38d7a3ba9ae6485302180c37b3000a4d,"@HermanSonofHerm @timouthy @DrAseemMalhotra They have! and it turns out you have a much, much higher risk of getting myocarditis from COVID-19 than from the vaccines (plus it can be much more serious). https://t.co/34gQRT7OoX",en
2023-01-01 23:45:14+00:00,51d69db784db4e3762fdc4e2a66fb5af9f8ec903e8110664eb58e435fa0e8edc,"The Truth About COVID-19: Exposing The Great Reset, Lockdowns, Vaccine Passports, and the New Normal 8PJWUJYhttps://t.co/tfZ8XzdVFy https://t.co/5I8zD6IxR6",en
2023-01-01 23:45:14+00:00,a71b52973550e7b97779f3876bd328c5f6d7db877cd5d1a67aa1988cbc25e205,"@cranky1972 @blackbeemer8 @LoraCDee @ClownWorld_ I don't think the tests are accurate. All that stuff came out WAY TO FAST!! If they can (cough,cough) come up with a Quick Vaccine for COVID-19, Why can't they do it just as quick for other KNOWN Diseases?! It damn sure ain't because of LACK OF FUNDS! R&amp;D Charities &amp; Gov. Funds!",en
2023-01-01 23:43:57+00:00,c0fc9f7b21fcb479806a3f2e14155d78,The Tourism Authority of #Thailand is urging business operators to ensure their staff have received a booster of the Covid-19 vaccine to prepare for the return of Chinese tourists.😵‍💫https://t.co/4IC0FHy08m,en
2023-01-01 23:42:25+00:00,1e0515f604aa131006b586253d96a8c3,"@choo_ek @KeeangaYamahtta Still using a mask until this mutating Covid 19 virus is tamed by an improved vaccine, if possible, once &amp; for all.",en
2023-01-01 23:40:08+00:00,42f64e1f3e20a0a374fc54ed48be5d91528c6c8b902ab4dd3f61052aa76d198d,"I don't know if you all listened to this but this is a fascinating forum including several physicians, scientists, and immunologists discussing the COVID 19 virus, treatments and vaccines.  https://t.co/6QwpPR1Bjz",en
2023-01-01 23:39:56+00:00,976d2284fe36f91a17700c842ce063e3848b713d5bf1915e34c52ad2cee131e4,"""The Infectious Disease Society of America (IDSA) estimates that the spike proteins that were generated by COVID-19 vaccines last up to a few weeks, like other proteins made by the body.""#CovidIsNotOver #SuddenDeathhttps://t.co/OAI1a8MmQN",en
2023-01-01 23:39:22+00:00,e38d55587fc3d56d0cb9b95a2df6b746d96c86a1de4a09bf4b41f05aa416da33,"@LucyCrouch18 @JaxBeachLady222 @RNCResearch More Republicans Died Than Democrats after COVID-19 Vaccines Came OutThe sharp divergence in excess death rates that emerged in the post-vaccine period ""is pretty striking… and the magnitudes are quite large.""https://t.co/laecMqFfjj",en
2023-01-01 23:38:40+00:00,71beb55cc52a79d41645c3006f870d1b371b6598ab3eb9aed44e917398cbb832,"Did not know who this girl was till she spoke at the White House, now all over the Radio.Launch Career if you advocate for the vaccine to young people who do not need it. Remember ?Olivia Rodrigo Speaks At White House About Covid-19 Vaccine https://t.co/1ekL52KV11 via @YouTube",en
2023-01-01 23:37:43+00:00,0339466e534e25e8f4fbb7c13823e8f835e88c3dc3338d6ea4ece2f3412b98fd,Harvard epidemiologist Eric Feigl-Ding waged disinformation campaign against American scientists working on COVID-19 vaccine | The Post Millennial | https://t.co/dgzaotGGwR https://t.co/MqWWUjsEuK,en
2023-01-01 23:35:53+00:00,4b6168cb1b9f58262afb7da72e214fab,Gov. DeSantis Calls For Grand Jury To Investigate Vaccines As Covid-19 Increases In Florida via @forbes https://t.co/nFZ4N0step,en
2023-01-01 23:35:42+00:00,181c029874075920ae50a8c5a34e89fc,"16 months after Defense Sec Austin issued a directive requiring all military members to get the COVID-19 vaccine or face disciplinary action or be forced out of the military, he was forced to rescind it by Congress. Despite the rescission,lawsuits over the mandate will continue",en
2023-01-01 23:35:05+00:00,3cf2044f9b8759a06835abcd01cb2f64b8dcc3d815cbd57eea601a7d8466ba6a,@Ferg4Eva @stkirsch There are real studies on this. Surveys are extremely low quality evidence.  the risk of incident myocarditis is more than seven times higher in persons who were infected with the SARS-CoV-2 than in those who received the COVID-19 vaccines. https://t.co/4Vf4AYiaxo,en
2023-01-01 23:34:38+00:00,a24a65f4caf76e8c661a2a5714e9490a3f26da977d9d719d4188894254aac92f,"@Mumba50636100 @MkFoxbat @DefenceU I'm sorry to break it down to you, but Covid(-19), Corona and SARS-CoV-2 are the same thing. But yes, the vaccine doesn't exist to prevent spreading but to reduce the mortality risk and make the course not as bad, what works perfectly fine according to studies.",en
2023-01-01 23:34:34+00:00,a28a46f50787f5ba10d4033143596305cc930a72777f58214ab99d153a7657a7,"Amidst the pandemic students were finally able to attend their courses in person after the rollout of Covid-19 vaccines. Although the economies reopening provided a sense of relief, the impact it had on the job market could not go ignored.",en
2023-01-01 23:31:12+00:00,0e156d1ce577f22013c63b2189098c61c63ca56b1b421ed45d4379a2b6fdbc39,"@TomFitton Fauci and his partners patented Covid 19 and the vaccines. FYI, the vaccines were designed to kill many millions of people. If you don’t die from blood clots, the boosters will eventually kill you by breaking down your immune system (aids), and you’ll die. You don’t know this??",en
2023-01-01 23:30:49+00:00,1ec21c8a1fdff62d54675ac050e5b8364504f42dc8f1e7f5079cd46c5784a9d5,"Not sure if I posted this paper yet.A ""Secondary analysis of serious adverse events reported in the placebo-controlled, phase III randomized clinical trials of Pfizer and Moderna mRNA COVID-19 vaccines in adults""https://t.co/JuMyP74n31",en
2023-01-01 23:27:28+00:00,4e2b2c5fd42983399281cc91171d403b,@Notaspud_ @GrumpyPants2U @mattletiss7 The survival rate for “Covid-19”👉AKA The FLU 🤒 has a 99.70 for the over 70’s! So what was the point in these EXPERIMENTAL MRNA DNA changer 🧬 FAKE VACCINES you can still get Covid AKA The FLU 🤒🤫,en
2023-01-01 23:26:20+00:00,5f4d10e67f7c9818646bc44133902ed893ec4834f82504dcb118fc466c62cfce,@aparachick I also use official federal government stats.COVID-19 vaccine rollout update – 22 December 2022Source: https://t.co/2m6My0YYKv https://t.co/O16MiRWuh9,en
2023-01-01 23:25:59+00:00,98252dd3a311729ef9cb4c8dc25ca133,"None. The answer is none: COVID-19 vaccine does *not* affect male sperm. However, severe cases of the 🦠 infection itself ""...have been linked to a decline in sperm quality"". https://t.co/lELnQPztYv",en
2023-01-01 23:24:55+00:00,e38d55587fc3d56d0cb9b95a2df6b746d96c86a1de4a09bf4b41f05aa416da33,"@RNCResearch PLEASE KEEP POSTING THIS BULLSHIT!!More Republicans Died Than Democrats after COVID-19 Vaccines Came OutThe sharp divergence in excess death rates that emerged in the post-vaccine period ""is pretty striking… and the magnitudes are quite large.""https://t.co/laecMqFfjj",en
2023-01-01 23:24:52+00:00,e1f99dad9eacdbc8c42fd25f6fe4cf2d,Worried About Potential Covid-19 Vaccine Side Effects or Whether You Should Get Vaccinated at All? | Nature's Real Health https://t.co/iGoNEk3Aiy,en
2023-01-01 23:20:36+00:00,34fb28aef41f159948c50bcd7a26b958,"A funny story inspired this @Salon article:https://t.co/mUWkl67ab8I was getting my COVID-19 booster and told the pharmacist, ""I'm nervous."" He started reassuring me that vaccines are safe, so I clarified I'm not anti-science; I HATE needles.We both laughed, so I wrote this.",en
2023-01-01 23:19:44+00:00,75239cf1faa33fe9425c82c80488099d967a5a6bd02617dc4405cfec21ffa8fb,@KellyTo67163752 @Tim13579242 @AZ_Brittney @realBobWoodward A Phase III Clinical Study of a SARS-CoV-2 Messenger Ribonucleic Acid (mRNA) Vaccine Candidate Against COVID-19 in Population Aged 18 Years and Above - Full Text View - https://t.co/zwCX9HNa3mhttps://t.co/cjKi9012N9. https://t.co/6KKyLd7APm,en
2023-01-01 23:17:10+00:00,4f1b0ec90b0741615ab1066f2e0f9645,@SharylAttkisson Here in Brazil I have two cases of young girls (age 8-10) that starts diabetes type 1 after covid-19 mRNA vaccines. In both cases they went to hospital with hi glicemic leves and than diabetes diagnoses,en
2023-01-01 23:16:45+00:00,0068948114dec2c62e1c590bc488784a56e6912a46a10e7165d8707c6fc62479,"Government knew before the COVID-19 Vaccine came out that the Covid-19 Vaccine will cause death, infertility, miscarriage, autism or contraction of other infectious diseases.",en
2023-01-01 23:16:43+00:00,75239cf1faa33fe9425c82c80488099d967a5a6bd02617dc4405cfec21ffa8fb,"@KellyTo67163752 @Tim13579242 @AZ_Brittney @realBobWoodward Pfizer and BioNTech Conclude Phase 3 Study of COVID-19 Vaccine Candidate, Meeting All Primary Efficacy Endpoints | Pfizerhttps://t.co/OusoPczEDA. https://t.co/tdKqjlfiKv",en
2023-01-01 23:14:04+00:00,be3f911c94c7d28127aea0e87fec2f86,"@ABridgen Is there a UK version/equivalent of this... am I right in assuming the figures are, for example adverse effect as a direct result of having the COVID-19 vaccine. I.e miscarriage was caused by the vaccine? Not a coincidence?",en
2023-01-01 23:14:02+00:00,8ec74457bef09c843202b62057798cb23a5d79d1b464343dd466f86b7a6687b9,"@FranManns @YardleyShooting Do you know what an Under Reporting Factor is and what the estimated URF is for COVID-19 vaccine injuries is? We don't either, because CDC refuses to offer it.Steve Kirsch estimates it to be 41.",en
2023-01-01 23:09:56+00:00,2e007aad7f68b40b2574d2b8483284c26315af655a3798edd9e5bd9b253d0b10,That One Time ‘The Australian Army’ Conspired Against ‘The People’ With A COVID-19 Vaccine War Game https://t.co/DNO6dtwzk8,en
2023-01-01 23:08:29+00:00,d935fce9f437e920fa0bbbf13412a1f015fdb9fc85fcf1ddf5c44fba8762699a,@pfizer The surprise is that you may die or receive severe injuries if you have the Pfizer COVID 19 vaccine.,en
2023-01-01 23:08:03+00:00,022bd5fbb84985d5299e7928134a108300beb6091980b1bd2d470f5114f3b09e,"@Melchizedek1972 @KimM31856358 People overplay the very tiny odds of occurrence, and some even seem to glorify when they read about an unfortunate episode of an adverse drug reaction to only ‘COVID-19 vaccines,’ but show total apathy for all other adverse drug reactions resulting from other drugs all the time.",en
2023-01-01 23:06:48+00:00,2968398685410c68e3eb4ea51568932f,Federal law prohibits employers and others from requiring vaccination with a Covid-19 vaccine distributed under an EUA https://t.co/jMK3yJYvoZ via @statnews @AaronSiriSG  But what about the fact that Biden mandated vaccines for healthcare workers whose employees get federal funds,en
2023-01-01 23:06:26+00:00,27f758785db1d98e4b259c5f468f4897,"@robsmithonline Yet another young person suddenly drops dead post Covid Vaccination mania?! Remember, in the US this vaccine is still under an EUA! I other words, it's a massive experiment. The data is damaging.#WakeUp #ThinkForYourself #Covid_19",en
2023-01-01 23:05:45+00:00,fe4638cd8773c44f4e999b748270524f,@CT2A_Patriot @dcpurcellgeorge That a 40% increase in deaths identified by a life insurance company was from COVID-19 vaccines.  There is no evidence supporting that claim. Research shows that COVID-19 is likely responsible for the increase.,en
2023-01-01 23:05:33+00:00,163fa80cd928d3fb3cc5ea53603029a6,"""Sinovac Biotech Ltd, a leading provider of biopharmaceutical products in China, announced that the Chilean Public Health Institute approved a phase II clinical trial for its inactivated Omicron strain vaccine and trivalent COVID-19 vaccine on August 31st""https://t.co/dQCDLHL2VJ",en
2023-01-01 23:05:16+00:00,c82dad4974550f977af77afe4e39d09ed97b940f40a9262d74221d7ed29de7fd,There is really no link to SADS and the Covid vaccine 🤔#Covid_19 #vaccine https://t.co/oRRBYgYEdi,en
2023-01-01 23:04:42+00:00,d49d4bb3d4abd3b0fb638ee9c6fbc3ef,"@FearNot1234 @MartinKulldorff And from the same source as the above data. ""The benefits of the vaccines in preventing COVID-19 and serious complications associated with COVID-19 far outweigh any currently known side effects in the majority of patients.""",en
2023-01-01 23:04:13+00:00,46f73f79216b252dbe2d55f4947f12c0620c49569afe26b9a02ecf8251d444c9,12ft | Pfizer's COVID-19 Vaccine Linked to Blood Clotting: FDA https://t.co/Ri6Tmy5xY9,en
2023-01-01 23:03:28+00:00,38d7a3ba9ae6485302180c37b3000a4d,"@Andrea72024425 @DrAseemMalhotra coughs, colds, and sniffles don't kill 6.6 million people in 2+ years. COVID-19 infection does increase the risk of blood clots and myocarditis, though, so I'm glad we agree in the value of vaccines!",en
2023-01-01 23:02:59+00:00,47dfd19418e9a7dd2c1ef33fdbc5a2dad66be0a09cf846f2bb864b5b9502862b,@RNCResearch What kind of doctor is she as far as her specialty? I would love to be the person to give her the injections of the COVID-19 vaccine she suggesting us all to have!!,en
2023-01-01 23:02:30+00:00,eb8a5a77d73beb0f10c7da38a2b80e66,New law ends COVID-19 vaccine mandate for US troops | AP News https://t.co/HYU19cQK9L ||,en
2023-01-01 23:00:56+00:00,1584779c65128e0f7d5c8730d8328ec3,COVID-19 Vaccines Roundtable Highlights with Senator Ron Johnson https://t.co/EjhkxitFBW,en
2023-01-01 23:00:32+00:00,70328933fd6bbf2609d6b54446288824,"WHATSAPP COVID-19: Have questions about COVID-19 vaccine? We get it! Ask us your questions on WhatsApp, and we’ll get you the facts. #CAPublicHealth #VaccinateALL58 https://t.co/D7N77UImYS",en
2023-01-01 22:55:50+00:00,97f6dcc96708fd291a1a50e7acf95d72c5b1f8449c7dc51cb6d46912a8a5c008,@Montchelle66_2 Why take a vaccine that does not protect you. Sadly so many bought into the vaccine lie. Covid 19 was a test run to see how many people they could strike fear and control the masses.,en
2023-01-01 22:55:19+00:00,88a9099b2d458145c1ffd2b1157e7bc18a61f25ec4d26045caaac0aa3acfb0fe,They are saying that the Covid-19 vaccine is the third largest cause of death,en
2023-01-01 22:51:21+00:00,ab91b1d744e26a6e70f529f7a79e78e6db792c9e8697d4cbbb851d7bdec6d499,"@StevosSovets @VigilantFox @stkirsch Your slam of masks is 100% smear, &amp; false. Your slam of vaccines also wrong. Per capita nasal washes are ~100 times more deadly than COVID-19 vax. In seconds I pulled up 2 deaths in US from neti pots, with ~&lt;50 million users; equal to deaths from vaccines, with ~200 mil users.",en
2023-01-01 22:48:24+00:00,a8961bbe611d6198fb8296fe06180fd4110ab5d4a3e4729fa83ee6f04cc90cb1,"@nicktassone4 @mark_slapinski Overall, it considers COVID-19 case figures, death tolls and vaccine distribution in determining where the pandemic is being “handled most effectively.”Following the March update, Canada has slipped down the ranking to 16th in the world",en
2023-01-01 22:48:13+00:00,edb7534c6b901b4661d9c5a1eef23183,"@elonmusk @robinmonotti Let me translate what this guy is trying to say for the uninitiated:  “They discussed overpopulation, which obviously implies that they engineered COVID-19 or the vaccine to kill  massive amount of people to solve the problem.”Yes, this is stupid, but these people believe it.",en
2023-01-01 22:47:20+00:00,4650a0c3ba8a0ee8de2e9d927747feeb98fd1db4e6a74c4d37f87bb34107d93a,"Federal Government To Penalize Nigerians Refusing To Take COVID-19 Vaccine Executive Director, National Primary https://t.co/ducE0sURLE",en
